Symboling,Make,Fuel-type,Aspiration,Num-of-doors,Body-style,Drive-wheels,Engine-location,Wheel-base,Length,Width,Height,Curb-weight,Engine-type,Num-of-cylinders,Engine-size,Fuel-system,Bore,Stroke,Compression-ratio,Horsepower,Peak-rpm,City-mpg,Highway-mpg,Price
1.7434704321932961,-1.9482556892714502,0.32879797461071497,-0.46929531772445277,-1.1416526558094868,2.1566781178937386,1.2133304110819945,-0.12186666955535823,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,-2.8651054905,-0.35288699147728475,0.0744489251157203,0.8695675003715149,0.49271837072834807,-1.8446564003280792,-0.2883489098618655,0.17930630346235954,-0.2703570608095629,-0.6465530277621856,-0.5460587369032711,0.036673509974993405
1.7434704321932961,-1.9482556892714502,0.32879797461071497,-0.46929531772445277,-1.1416526558094868,2.1566781178937386,1.2133304110819945,-0.12186666955535823,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,-2.8651054905,-0.35288699147728475,0.0744489251157203,0.8695675003715149,0.49271837072834807,-1.8446564003280792,-0.2883489098618655,0.17930630346235954,-0.2703570608095629,-0.6465530277621856,-0.5460587369032711,0.41949787471257477
0.13350899705984703,-1.9482556892714502,0.32879797461071497,-0.46929531772445277,-1.1416526558094868,0.9585236079527726,1.2133304110819945,-0.12186666955535823,-0.7085958764076113,-0.23151304680543727,-0.19056612143668694,-0.5435274761218468,0.5148819161377617,1.8868898618665049,1.502031809877672,0.6040461684467903,0.8695675003715149,-2.399479532115273,0.6755233198771902,-0.2883489098618655,1.2656190629267583,-0.2703570608095629,-0.9530116883199847,-0.6916270607851575,0.41949787471257477
0.9384897146265716,-1.7884987227511913,0.32879797461071497,-0.46929531772445277,0.8759231583365888,-0.2396309019881934,-0.5890807068296636,-0.12186666955535823,0.17369775150537034,0.2072559016856128,0.1365419937088248,0.23594215550355344,-0.4207974451785447,-0.0139082790800971,-0.35288699147728475,-0.43107571624575564,0.8695675003715149,-0.5323644302795185,0.4522162560615325,-0.035972825318776304,-0.04806148340228205,0.7773404338210685,-0.18686503692548712,-0.10935376525761202,0.09463859681545914
0.9384897146265716,-1.7884987227511913,0.32879797461071497,-0.46929531772445277,0.8759231583365888,-0.2396309019881934,-2.3914918247413217,-0.12186666955535823,0.1071095531723165,0.2072559016856128,0.23000145517897197,0.23594215550355344,0.5168071823133096,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715149,-0.5323644302795185,0.4522162560615325,-0.5407249944049548,0.28035865317997805,0.7773404338210685,-1.1062410185988842,-1.273900356312703,0.540523880203657
0.9384897146265716,-1.7884987227511913,0.32879797461071497,-0.46929531772445277,-1.1416526558094868,-0.2396309019881934,-0.5890807068296636,-0.12186666955535823,0.17369775150537034,0.26413335797149096,0.18327172444389506,-0.2563544539440664,-0.0935021953353923,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715149,-0.5323644302795185,0.4522162560615325,-0.41453695213341013,0.15404321603295493,0.7773404338210685,-0.9530116883199847,-0.8371953846670438,0.2602531306453612
0.13350899705984703,-1.7884987227511913,0.32879797461071497,-0.46929531772445277,0.8759231583365888,-0.2396309019881934,-0.5890807068296636,-0.12186666955535823,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.5553125058242687,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715149,-0.5323644302795185,0.4522162560615325,-0.41453695213341013,0.15404321603295493,0.7773404338210685,-0.9530116883199847,-0.8371953846670438,0.5736467869696374
0.13350899705984703,-1.7884987227511913,0.32879797461071497,-0.46929531772445277,0.8759231583365888,-1.4377854119291593,-0.5890807068296636,-0.12186666955535823,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.7670917851345438,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715149,-0.5323644302795185,0.4522162560615325,-0.41453695213341013,0.15404321603295493,0.7773404338210685,-0.9530116883199847,-0.8371953846670438,0.7277956992267002
0.13350899705984703,-1.7884987227511913,0.32879797461071497,2.130854415613732,0.8759231583365888,-0.2396309019881934,-0.5890807068296636,-0.12186666955535823,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8923376347670494,1.021226920306874,-0.0139082790800971,0.5745724092001936,0.09852152708531438,0.8695675003715149,-0.7520250304954899,0.4522162560615325,-0.4650121690420278,0.9119358389150936,0.7773404338210685,-1.2594703488777836,-1.5650370040764756,1.3590418647091347
-0.6714717205068775,-1.7884987227511913,0.32879797461071497,2.130854415613732,-1.1416526558094868,0.9585236079527726,-2.3914918247413217,-0.12186666955535823,0.12375660275557937,0.3372615160533307,0.9309474162050657,-0.7076263459377201,0.9576931365137914,-0.0139082790800971,0.5745724092001936,0.09852152708531438,0.8695675003715149,-0.7520250304954899,0.4522162560615325,-0.7931010789480439,1.417197587503186,0.7773404338210685,-1.4126996791566833,-1.273900356312703,0.0
